distance,rightascension,name,constellation,declination,binaries,planets,stars
20.0,05 53 00.00,Gliese 221,Orion,-05 59 40.92,0.0,4.0,1.0
17.62,00 16 12,Gliese 3021,Hydrus,-79 51 04,1.0,1.0,2.0
19.8,08 55 07.6219,Gliese 328,Hydra,+01 32 47.4164,0.0,1.0,1.0
18.2,04 28 35.7191,Gliese 3293,Eridanus,-25 10 09.2977,0.0,3.0,1.0
23.2,05 15 46.7163,Gliese 3341,Columba,-31 17 45.3160,0.0,1.0,1.0
30.7,07 59 05.8395,Gliese 3470,Cancer,+15 23 29.2400,0.0,1.0,1.0
19.8,10 58 35.0882,Gliese 3634,Hydra,-31 08 38.2013,0.0,1.0,1.0
4.9004100,11 05 28.6,Gliese 412,Ursa Major,+43 31 36,1.0,0.0,2.0
9.748,11 42 11.0932,Gliese 436,Leo,+26 42 23.6580,0.0,3.0,1.0
9.86,01 02 38.8679,Gliese 49,Cassiopeia,+62 20 42.1728,0.0,1.0,1.0
17.56,13 16 46.51596,Gliese 504,Virgo,+09 25 26.9590,0.0,1.0,1.0
6.21,15 19 26.8271,Gliese 581,Libra,-07 43 20.1909,0.0,6.0,1.0
10.34,16 58 08.8497,Gliese 649,Hercules,+25 44 38.9711,0.0,2.0,1.0
6.97,17 18 57,Gliese 667,Scorpius,-34 59 23,2.0,7.0,3.0
4.54,17 28 39.9455,Gliese 674,Ara,-46 53 42.6932,0.0,1.0,1.0
16.5,17 30 11,Gliese 676,Ara,-51 38 13,1.0,4.0,2.0
15.89,20 03 37.405,Gliese 777,Cygnus,+29 53 48.50,1.0,2.0,2.0
8.82,20 15 17.3916,Gliese 785,Capricornus,-27 01 58.7135,0.0,2.0,1.0
4.94,21 33 33.9749,Gliese 832,Grus,-49 00 32.4034,0.0,2.0,1.0
9.10,22 09 40.3443,Gliese 849,Aquarius,-04 38 26.6512,0.0,2.0,1.0
10.783,02 10 25.93425,Gliese 86,Eridanus,-50 49 25.4179,1.0,1.0,2.0
4.69,22 53 16.7323,Gliese 876,Aquarius,-14 15 49.3034,0.0,4.0,1.0
140,15 49 12.1055,GQ Lup,Lupus,-35 39 05.0539,0.0,1.0,1.0
4.8687381,10 11 22.1400,Groombridge 1618,Ursa Major,+49 27 15,0.0,0.0,1.0
145,16 21 54.6675,GSC 06214-00210,Scorpius,-20 43 09.1388,0.0,1.0,1.0
48,01 12 35.0519,GU Psc,Pisces,+17 03 55.5712,0.0,1.0,1.0
37.89,19 50 50.2474562793,HAT-P-11,Cygnus,+48 04 51.097364378,0.0,2.0,1.0
142.5,13 57 33.4668,HAT-P-12,Canes Venatici,+43 29 36.6025,0.0,1.0,1.0
214,08 39 31.8073,HAT-P-13,Ursa Major,+47 21 07.2756,0.0,2.0,1.0
205,17 20 28,HAT-P-14,Hercules,+38 14 32,1.0,1.0,2.0
190,04 24 59.5347,HAT-P-15,Perseus,+39 27 38.3124,0.0,1.0,1.0
235,00 38 18,HAT-P-16,Andromeda,+42 27 47,1.0,1.0,2.0
90,21 38 08.7311,HAT-P-17,Cygnus,+30 29 19.4455,0.0,2.0,1.0
166,17 05 23.1475,HAT-P-18,Hercules,+33 00 44.9391,0.0,1.0,1.0
215,00 38 04.0136,HAT-P-19,Andromeda,+34 42 41.5522,0.0,1.0,1.0
139,22 57 46.8443,HAT-P-1,Lacerta,+38 40 30.3553,0.0,1.0,1.0
70,07 27 39.9487,HAT-P-20,Gemini,+24 20 11.5182,0.0,1.0,1.0
254,11 25 05.9858,HAT-P-21,Ursa Major,+41 01 40.6691,0.0,1.0,1.0
82,10 22 43.5924,HAT-P-22,Ursa Major,+50 07 42.0634,0.0,1.0,1.0
393,20 24 29.7235,HAT-P-23,Delphinus,+16 45 43.8103,0.0,1.0,1.0
396,07 15 18,HAT-P-24,Gemini,+14 15 44,1.0,1.0,2.0
302.9,03 13 44.4981,HAT-P-25,Aries,+25 11 50.6878,0.0,1.0,1.0
134,14 12 37.5329,HAT-P-26,Virgo,+04 03 36.1176,0.0,1.0,1.0
204,14 51 04.1870,HAT-P-27,Virgo,+05 56 50.5481,0.0,1.0,1.0
395,00 52 00.1877,HAT-P-28,Andromeda,+34 43 42.2030,0.0,1.0,1.0
322,02 12 31.4784,HAT-P-29,Perseus,+51 46 43.5620,0.0,1.0,1.0
118,16 20 36.3579,HAT-P-2,Hercules,+41 02 53.1090,0.0,1.0,1.0
193,08 15 48,HAT-P-30,Hydra,+05 50 12,1.0,1.0,2.0
354,18 06 09.0499,HAT-P-31,Hercules,+26 25 35.9897,0.0,1.0,1.0
283,02 04 10.278,HAT-P-32,Andromeda,+46 41 16.21,1.0,1.0,2.0
387,07 32 44,HAT-P-33,Gemini,+33 50 06,1.0,1.0,2.0
257,20 12 46.8867,HAT-P-34,Sagitta,+18 06 17.3999,0.0,1.0,1.0
535,08 13 00.1786,HAT-P-35,Hydra,+04 47 13.4174,0.0,1.0,1.0
296.93,12 33 03.9061,HAT-P-36,Canes Venatici,+44 54 55.1970,0.0,1.0,1.0
411,18 57 11.0562,HAT-P-37,Draco,+51 16 08.8495,0.0,1.0,1.0
249,02 21 31.9802,HAT-P-38,Triangulum,+32 14 46.0908,0.0,1.0,1.0
642,07 35 01.9794,HAT-P-39,Gemini,+17 49 48.2348,0.0,1.0,1.0
130,13 44 22.5939,HAT-P-3,Ursa Major,+48 01 43.2062,0.0,1.0,1.0
501,22 22 03.0875,HAT-P-40,Lacerta,+45 27 26.5159,0.0,1.0,1.0
344,19 49 17.4399,HAT-P-41,Aquila,+04 40 20.7835,0.0,1.0,1.0
447,09 01 22.6490,HAT-P-42,Hydra,+06 05 50.0155,0.0,1.0,1.0
543,08 35 42.1747,HAT-P-43,Cancer,+10 12 23.9238,0.0,1.0,1.0
374,14 12 34.5714,HAT-P-44,Boötes,+47 00 53.0455,0.0,2.0,1.0
305,18 17 29.5774,HAT-P-45,Serpens,-03 22 51.7395,0.0,1.0,1.0
296,18 01 46.6086,HAT-P-46,Serpens,-02 58 15.4595,0.0,2.0,1.0
284.3,02 33 13.9545,HAT-P-47,Aries,+30 21 37.7997,0.0,1.0,1.0
321.9,02 57 53.0158,HAT-P-48,Aries,+30 37 32.3336,0.0,1.0,1.0
322,20 21 45.9297,HAT-P-49,Vulpecula,+26 41 33.6038,0.0,1.0,1.0
310,15 19 57.9205,HAT-P-4,Boötes,+36 13 46.7379,0.0,1.0,1.0
497,07 52 15.2179,HAT-P-50,Canis Minor,+12 08 21.8386,0.0,1.0,1.0
470,01 24 15.6413,HAT-P-51,Pisces,+32 48 38.7779,0.0,1.0,1.0
364.9,02 50 53.2003,HAT-P-52,Aries,+29 01 20.5226,0.0,1.0,1.0
719,01 27 29.0645,HAT-P-53,Andromeda,+38 58 05.2594,0.0,1.0,1.0
135.8,06 39 35.5182,HAT-P-54,Gemini,+25 28 57.1570,0.0,1.0,1.0
480,17 37 05.6338,HAT-P-55,Hercules,+25 43 52.2543,0.0,1.0,1.0
310.5,06 43 23.52950,HAT-P-56,Gemini,+27 15 08.2182,0.0,1.0,1.0
303,18 18 58.32,HAT-P-57,Ophiucus,+10 35 50.3,2.0,1.0,3.0
515.5900000,04 35 23.1828,HAT-P-58,Camelopardalis,+56 52 05.5847,0.0,1.0,1.0
265.4710000,19 29 50.0701,HAT-P-59,Draco,+62 31 45.1750,0.0,1.0,1.0
340,18 17 37.3127,HAT-P-5,Lyra,+36 37 17.1685,0.0,1.0,1.0
233.2200000,01 53 07.7727,HAT-P-60,Perseus,+52 03 14.0197,0.0,1.0,1.0
338.8400000,05 01 55.2577,HAT-P-61,Auriga,+50 07 52.5746,0.0,1.0,1.0
348.8150000,04 58 01.0287,HAT-P-62,Auriga,+48 18 03.7569,0.0,1.0,1.0
4483.0500000,18 39 11,HAT-P-63,Sagittarius,-20 01 27,0.0,1.0,1.0
651.8970000,04 35 53.8468,HAT-P-64,Taurus,+02 25 52.6434,0.0,1.0,1.0
841.0,21 03 37.3130,HAT-P-65,Equuleus,+11 59 21.8182,0.0,1.0,1.0
927.0,10 02 17.4467,HAT-P-66,Ursa Major,+53 57 03.2019,0.0,1.0,1.0
320.0,17 06 26.5609,HAT-P-67,Hercules,+44 46 37.0676,0.0,1.0,1.0
202.0,07 54 56.00,HAT-P-68,Gemini,+23 56 18.00,0.0,1.0,1.0
343.90,08 42 01.3561,HAT-P-69,Hydra,+03 42 38.0229,0.0,1.0,1.0
200,23 39 05.8101,HAT-P-6,Andromeda,+42 27 57.5034,0.0,1.0,1.0
329.00,04 58 12.5627,HAT-P-70,Orion,+09 59 52.8033,0.0,1.0,1.0
320,19 28 59,HAT-P-7,Cygnus,+47 58 10,1.0,1.0,2.0
230,22 52 10,HAT-P-8,Pegasus,+35 26 50,2.0,1.0,3.0
480.00,07 20 40.4562,HAT-P-9,Auriga,+37 08 26.3428,0.0,1.0,1.0
496,19 37 13.6352,HATS-10,Sagittarius,-22 12 16.1159,0.0,1.0,1.0
906.0,19 17 36.1800,HATS-11,Sagittarius,-22 23 23.7210,0.0,1.0,1.0
981.0,19 16 48.5743,HATS-12,Sagittarius,-19 21 21.2468,0.0,1.0,1.0
476,21 07 50.7511,HATS-13,Capricornus,-26 05 48.0338,0.0,1.0,1.0
513,20 52 51.7128,HATS-14,Capricornus,-25 41 14.3989,0.0,1.0,1.0
689,20 44 22.0610,HATS-15,Capricornus,-19 26 15.1201,0.0,1.0,1.0
774,23 54 14.0982,HATS-16,Sculptor,-30 00 46.9064,0.0,1.0,1.0
339,12 48 45.5453,HATS-17,Centaurus,-47 36 49.2878,0.0,1.0,1.0
645.00,11 35 49.7771,HATS-18,Hydra,-29 09 21.7539,0.0,1.0,1.0
780.0,09 49 37.6184,HATS-19,Antlia,-33 46 53,0.0,1.0,1.0
303,11 42 06.0805,HATS-1,Crater,-23 21 17.4281,0.0,1.0,1.0
454.0,13 12 31.9019,HATS-20,Centaurus,-45 24 34,0.0,1.0,1.0
286.0,18 40 44.2540,HATS-21,Pavo,-58 32 27,0.0,1.0,1.0
207.9,11 36 02.3390,HATS-22,Hydra,-29 32 35.9575,0.0,1.0,1.0
747.0,19 05 28.0082,HATS-23,Telescopium,-50 55 57,0.0,1.0,1.0
510.00,17 55 33.7673,HATS-24,Pavo,-61 44 50.3673,0.0,1.0,1.0
466.0,13 51 37.8639,HATS-25,Hydra,-23 46 52.2552,0.0,1.0,1.0
907.0,09 39 42.4488,HATS-26,Antlia,-28 35 08.0980,0.0,1.0,1.0
840.0,12 54 12.6109,HATS-27,Centaurus,-46 24 44,0.0,1.0,1.0
521.0,18 57 35.9252,HATS-28,Telescopium,-49 51 41,0.0,1.0,1.0
351.0,09 00 23,HATS-29,Vela,-54 06 24,0.0,1.0,1.0
360,11 46 57.3702,HATS-2,Crater,-22 21 46.82,0.0,1.0,1.0
339.0,00 22 28.4920,HATS-30,Tucana,-59 03 27,0.0,1.0,1.0
872.0,12 46 48.6784,HATS-31,Hydra,-24 35 38.5,0.0,1.0,1.0
839.0,23 04 18.0222,HATS-32,Aquarius,-21 16 18.9485,0.0,1.0,1.0
355.0,19 38 32.0768,HATS-33,Telescopium,-55 40 12,0.0,1.0,1.0
532.0,00 03 05.8703,HATS-34,Tucana,-62 31 50,0.0,1.0,1.0
557.0,19 46 45.1810,HATS-35,Pavo,-63 26 04,0.0,1.0,1.0
977.0,19 25 54.8858,HATS-36,Sagittarius,-23 12 10.0283,0.0,1.0,1.0
211.10,13 19 12,HATS-37 A,Hydra,-22 59 13,0.0,1.0,1.0
347.70,10 17 05,HATS-38,Hydra,-25 16 35,0.0,1.0,1.0
773.00,07 29 40.6108,HATS-39,Puppis,-29 56 16.4207,0.0,1.0,1.0
556,20 49 49.7852,HATS-3,Capricornus,-24 25 43.5398,0.0,1.0,1.0
1431.00,06 42 17.1043,HATS-40,Canis Major,-29 46 36.4946,0.0,1.0,1.0
800.00,06 54 04.1655,HATS-41,Canis Major,-27 03 01.4223,0.0,1.0,1.0
942.00,07 13 48.5748,HATS-42,Puppis,-33 26 14.4018,0.0,1.0,1.0
341.0,05 22 09.1675,HATS-43,Columba,-30 01 45,0.0,1.0,1.0
463.0,05 37 18.4239,HATS-44,Lepus,-27 01 39,0.0,1.0,1.0
818.0,06 47 58.6224,HATS-45,Canis Major,-21 05 21,0.0,1.0,1.0
448.0,00 26 48.5936,HATS-46,Phoenix,-56 41 02,0.0,1.0,1.0
301.70,19 09 56.2503,HATS-47,Telescopium,-49 39 53.8684,0.0,1.0,1.0
265.40,19 14 41.2747,HATS-48 A,Pavo,-59 34 45.7570,0.0,1.0,1.0
324.60,00 26 27.1828,HATS-49,Phoenix,-56 20 39.5351,0.0,1.0,1.0
420,06 16 26.9016,HATS-4,Canis Major,-22 32 48.8150,0.0,1.0,1.0
773.2,20 01 42.7298,HATS-50,Sagittarius,-26 04 39.2919,0.0,1.0,1.0
394,06 51 23.4013,HATS-51,Canis Major,-29 03 31.0456,0.0,1.0,1.0
564.1,09 20 21.0456,HATS-52,Pyxis,-31 16 09.4912,0.0,1.0,1.0
595.8,11 46 30.8411,HATS-53,Hydra,-33 51 36.2036,0.0,1.0,1.0
764.4,13 22 32.3724,HATS-54,Centaurus,-44 41 19.6988,0.0,1.0,1.0
620.7,07 37 08.0193,HATS-55,Puppis,-32 45 19.5157,0.0,1.0,1.0
573.5,12 00 39.6300,HATS-56,Centaurus,-45 47 57.9954,0.0,1.0,1.0
281.7,04 03 47.6005,HATS-57,Eridanus,-19 03 24.3267,0.0,1.0,1.0
425.5,12 27 08.988,HATS-58,Centaurus,-48 58 42.39,1.0,1.0,2.0
654.9,11 21 17.8650,HATS-59,Crater,-22 23 17.4516,0.0,2.0,1.0
257,04 28 53.4831,HATS-5,Eridanus,-21 28 55.0626,0.0,1.0,1.0
493.3,22 45 27.3643,HATS-60,Aquarius,-14 59 30.3456,0.0,1.0,1.0
693.4,04 06 37.8675,HATS-61,Eridanus,-25 20 58.9559,0.0,1.0,1.0
530.8,20 49 47.8333,HATS-62,Capricornus,-24 18 12.4965,0.0,1.0,1.0
634.7,04 29 40.4529,HATS-63,Eridanus,-28 11 50.2340,0.0,1.0,1.0
1114,09 37 09.0299,HATS-64,Antlia,-29 48 01.5746,0.0,1.0,1.0
500,19 31 45.5518,HATS-65,Sagittarius,-26 44 24.7249,0.0,1.0,1.0
1544,06 45 34.7573,HATS-66,Puppis,-33 52 54.1299,0.0,1.0,1.0
987.1,12 00 50.1182,HATS-67,Centaurus,-46 08 11.1247,0.0,1.0,1.0
614.6,01 00 01.4134,HATS-68,Tucana,-58 54 17.1247,0.0,1.0,1.0
419.5,19 17 11.3641,HATS-69,Pavo,-60 53 30.0584,0.0,1.0,1.0
172.6,05 52 35.2366,HATS-6,Lepus,-19 01 53.9705,0.0,1.0,1.0
1307.00,07 16 25.0880,HATS-70,Canis Major,-31 14 39.8585,0.0,1.0,1.0
140.8,01 02 12.2812,HATS-71,Tucana,-61 45 21.6598,0.0,1.0,1.0
127.66,22 36 06.3189,HATS-72,Aquarius,-16 59 59.7882,0.0,1.0,1.0
286.6,11 24 04.00,HATS-74A,Crater,-19 33 26.00,0.0,1.0,1.0
195.3,04 03 48.00,HATS-75,Eridanus,-25 24 32.00,0.0,1.0,1.0
390.0,04 41 22.00,HATS-76,Caelum,-32 19 14.00,0.0,1.0,1.0
414.0,09 59 18.00,HATS-77,Antlia,-27 23 34.00,0.0,1.0,1.0
257,13 55 25.6669,HATS-7,Virgo,-21 12 27.7226,0.0,1.0,1.0
829,19 39 46.0127,HATS-8,Sagittarius,-25 44 54.0091,0.0,1.0,1.0
622,19 23 14.4314,HATS-9,Sagittarius,-20 09 58.8491,0.0,1.0,1.0
97,11 33 25.4404,HD 100546,Musca,-70 11 41.2393,0.0,2.0,1.0
122,11 35 03.7529,HD 100655,Leo,+20 26 29.5636,0.0,1.0,1.0
52.8,11 35 51.5230,HD 100777,Leo,-04 45 20.5012,0.0,1.0,1.0
38.87,01 37 53.5771,HD 10180,Hydrus,-60 30 41.4854,0.0,9.0,1.0
30.49,11 43 30.1133,HD 101930,Centaurus,-58 00 24.7768,0.0,1.0,1.0
42,11 44 50.4608,HD 102117,Centaurus,-58 42 13.3564,0.0,1.0,1.0
28.98,11 45 42.2927,HD 102195,Virgo,+02 49 17.3261,0.0,1.0,1.0
360,11 46 23.5354,HD 102272,Leo,+14 07 26.3538,0.0,2.0,1.0
229,11 46 46.6450,HD 102329,Virgo,+03 28 27.4582,0.0,2.0,1.0
9.24,11 46 31.0719,HD 102365,Centaurus,-40 30 01.2799,0.0,1.0,1.0
62.87,11 50 20.9304,HD 102843,Virgo,-01 15 08.8430,0.0,1.0,1.0
126,11 51 22.5110,HD 102956,Ursa Major,+57 38 26.6426,0.0,1.0,1.0
49.3,11 52 52.9782,HD 103197,Centaurus,-50 17 34.1592,0.0,1.0,1.0
41.58,11 56 41.18534,HD 103720,Virgo,-02 46 44.2430,0.0,1.0,1.0
55,11 56 55.5894,HD 103774,Corvus,-12 06 28.4700,0.0,1.0,1.0
54.9,11 57 45.19,HD 103891,Virgo,-09 58 24.00,0.0,1.0,1.0
26.52,11 58 11.7047,HD 103949,Corvus,-23 55 25.9952,0.0,1.0,1.0
20.8,11 59 10.0086,HD 104067,Corvus,-20 21 13.6101,0.0,1.0,1.0
135.9,01 41 53.1428,HD 10442,Pisces,+02 42 15.7714,0.0,1.0,1.0
97.1,12 05 15.11890,HD 104985,Camelopardalis,+76 54 20.6475,0.0,1.0,1.0
55.1,12 10 38.69,HD 105779,Corvus,-17 36 05.00,0.0,1.0,1.0
37.44,12 13 29.5100,HD 106252,Virgo,+10 02 29.8888,0.0,1.0,1.0
84.9,12 13 37.28529,HD 106270,Virgo,-09 30 48.1691,0.0,1.0,1.0
109.00,12 13 53.3965,HD 106315,Virgo,-00 23 36.5543,0.0,2.0,1.0
17.3,01 42 29.3148,HD 10647,Eridanus,-53 44 26.9911,0.0,1.0,1.0
35.2,12 15 06.5668,HD 106515 A,Virgo,-07 15 26.3522,0.0,1.0,1.0
92,12 17 53.19228,HD 106906,Crux,-55 58 31.8890,1.0,1.0,2.0
32.56,01 44 55.8251,HD 10697,Pisces,+20 04 59.3362,0.0,1.0,1.0
49.4156000,12 19 13,HD 107148,Virgo,-03 19 12,0.0,2.0,1.0
38.57,12 25 46.2670,HD 108147,Crux,-64 01 19.5150,0.0,1.0,1.0
64.7178,12 26 17.8916,HD 108236,Centaurus,-51 21 46.2140,0.0,5.0,1.0
49.4,12 27 31.38999,HD 108341,Musca,-71 25 22.7053,0.0,1.0,1.0
139,12 30 19.9100,HD 108863,Coma Berenices,+21 56 53.6794,0.0,1.0,1.0
68.5,12 30 26.8817,HD 108874,Coma Berenices,+22 52 47.3806,0.0,2.0,1.0
65.6,12 32 07.1885,HD 109246,Draco,+74 29 22.3704,0.0,1.0,1.0
62,12 33 35.5542,HD 109271,Virgo,-11 37 18.7271,0.0,2.0,1.0
55.5,12 33 34.9893,HD 109286,Virgo,+07 16 51.2869,0.0,1.0,1.0
59,12 37 16,HD 109749,Centaurus,-40 48 43,1.0,1.0,2.0
,01 48 39.00,HD 10975,Andromeda,+37 57 10.00,0.0,1.0,1.0
79.5561000,12 39 06,HD 109833,Musca,-74 34 26,0.0,2.0,1.0
90,12 39 14.7669,HD 110014,Virgo,-07 59 44.0410,0.0,2.0,1.0
106.3,12 40 08.7806,HD 110113,Centaurus,-44 18 43.2676,0.0,2.0,1.0
44.3804000,01 48 21,HD 11112,Phoenix,-41 29 40,0.0,1.0,1.0
29,12 48 51.7525,HD 111232,Musca,-68 25 30.5470,0.0,1.0,1.0
114.54,12 50 17.2954,HD 111591,Coma Berenices,+22 51 48.2786,0.0,1.0,1.0
326.8,12 56 58.0160,HD 112640,Draco,+67 14 34.3071,0.0,1.0,1.0
36.9,13 01 46.9272,HD 113337,Draco,+63 36 36.7957,0.0,1.0,1.0
15.87,13 04 57.47691,HD 113538,Centaurus,-52 26 34.5223,0.0,2.0,1.0
116.34,13 07 10.7300,HD 113996,Coma Berenices,+27 37 29.0585,0.0,1.0,1.0
95.3906000,13 09 16,HD 114082,Centaurus,-60 18 30,0.0,1.0,1.0
28.04,13 10 39.8240,HD 114386,Centaurus,-35 03 17.2147,0.0,2.0,1.0
20.67,13 12 03.18502,HD 114613,Centaurus,-37 48 10.8901,0.0,1.0,1.0
35,13 12 44,HD 114729,Centaurus,-31 52 24,1.0,1.0,2.0
39.46,13 12 19,HD 114762,Coma Berenices,+17 31 01,1.0,1.0,2.0
20.50,13 12 43.78556,HD 114783,Virgo,-02 15 54.1335,0.0,2.0,1.0
38.9679000,01 53 06,HD 11505,Cetus,-01 19 42,0.0,1.0,1.0
51.7,01 52 50.5345,HD 11506,Cetus,-19 30 25.1107,0.0,2.0,1.0
10.9816000,13 16 52,HD 115404 A,Coma Berenices,+17 00 58,0.0,2.0,1.0
218.39,13 19 56.5871,HD 115954,Canes Venatici,+38 22 08.5642,0.0,1.0,1.0
122.4,13 20 39.5420,HD 116029,Coma Berenices,+24 38 55.3099,0.0,2.0,1.0
33.05,13 29 21.11390,HD 117207,Centaurus,-35 34 15.5929,0.0,1.0,1.0
231.5,01 58 50.0866,HD 11755,Cassiopeia,+73 09 08.5841,0.0,1.0,1.0
38,13 32 25.5555,HD 117618,Centaurus,-47 16 16.9133,0.0,2.0,1.0
88.6,13 34 02.5394,HD 118203,Ursa Major,+53 43 42.6983,0.0,1.0,1.0
32.85,01 57 09.60763,HD 11964,Cetus,-10 14 32.7336,1.0,2.0,2.0
66.5,01 54 56.1320,HD 11977,Hydrus,-67 38 50.2946,0.0,1.0,1.0
98,13 42 39.2025,HD 120084,Ursa Minor,+78 03 51.9792,0.0,1.0,1.0
44.37,13 57 17.2384,HD 121504,Centaurus,-56 02 24.1563,0.0,1.0,1.0
31.7627000,02 00 09,HD 12235,Pisces,+03 05 45,0.0,2.0,1.0
135,14 02 22.7817,HD 122430,Hydra,-27 25 47.1992,0.0,1.0,1.0
53.02,14 02 21.1635,HD 122562,Boötes,+20 52 52.7441,0.0,1.0,1.0
60.1977000,14 11 17.2321,HD 124330,Boötes,+54 24 32.8908,0.0,1.0,1.0
48.7,02 02 26.7304,HD 12484,Pisces,+02 48 57.0757,0.0,1.0,1.0
39.3466000,14 26 35,HD 125271,Apus,-81 27 15,0.0,1.0,1.0
154.33,14 18 09.3182,HD 125390,Boötes,+38 58 01.1355,0.0,1.0,1.0
27.4,14 21 23.1858,HD 125595,Centaurus,-40 23 38.2174,0.0,1.0,1.0
52.82,14 20 53.5176,HD 125612,Virgo,-17 28 53.4888,0.0,3.0,1.0
158.4,02 18 59.6716,HD 12648,Cepheus,+85 44 10.1731,0.0,1.0,1.0
38.1,14 27 32.9718,HD 126525,Lupus,-51 55 59.1075,0.0,1.0,1.0
72.6,14 26 48.28070,HD 126614,Virgo,-05 10 40.0074,2.0,1.0,3.0
37.89,02 04 34.2883,HD 12661,Aries,+25 24 51.5142,0.0,2.0,1.0
22.5279000,14 30 44,HD 127506,Boötes,+35 27 17,0.0,1.0,1.0
16.6,14 36 00.5607,HD 128311,Boötes,+09 44 47.4536,0.0,2.0,1.0
26.03,14 37 04.8881,HD 128356,Hydra,-25 48 09.2583,0.0,1.0,1.0
67.61,14 46 03.0649,HD 129445,Circinus,-68 45 45.8766,0.0,1.0,1.0
30,14 47 32.7265,HD 130322,Virgo,-00 16 53.3059,0.0,1.0,1.0
98.0,14 54 25.30919,HD 131399,Centaurus,-34 08 34.0412,3.0,1.0,4.0
110,14 53 23.0283,HD 131496,Boötes,+18 14 07.4713,0.0,1.0,1.0
55.43,15 00 06.0799,HD 131664,Apus,-73 32 07.2264,0.0,1.0,1.0
149.57,02 08 13.7826,HD 13167,Fornax,-24 41 43.4789,0.0,1.0,1.0
185,02 09 40.1721,HD 13189,Triangulum,+32 18 59.1607,0.0,1.0,1.0
71,14 56 54.6511,HD 132406,Boötes,+53 22 55.8073,0.0,1.0,1.0
96,14 58 21.519,HD 132563,Boötes,+44 02 35.33,2.0,1.0,3.0
47.0,15 03 35.44,HD 133131,Libra,-27 50 33.18,1.0,3.0,2.0
24.2,15 10 44.7429,HD 134060,Circinus,-61 25 20.3615,0.0,2.0,1.0
26.5,15 15 15.0442,HD 134606,Apus,-70 31 10.6439,0.0,3.0,1.0
22.2,15 13 28.6671,HD 134987,Libra,-25 18 33.6546,0.0,2.0,1.0
51.4359000,15 18 55,HD 136118,Serpens,-01 35 32,0.0,1.0,1.0
14.8,15 21 48.1511,HD 136352,Lupus,-48 19 03.4624,0.0,3.0,1.0
98.2,15 19 06.1822,HD 136418,Boötes,+41 44 00,0.0,1.0,1.0
47.9382,15 22 52.0681,HD 136925,Serpens,+13 21 59.1427,0.0,1.0,1.0
43.52,02 12 20.6773,HD 13724,Phoenix,-46 48 58.9566,0.0,1.0,1.0
38,15 35 39.9207,HD 137388,Apus,-80 12 16.5384,0.0,1.0,1.0
155.9843,15 26 58.0708,HD 137496,Libra,-16 30 31.6785,0.0,2.0,1.0
28.6,02 12 42.9255,HD 13808,Eridanus,-53 44 38.0126,0.0,2.0,1.0
71.3,02 18 14.56056,HD 13908,Cassiopeia,+65 35 39.6988,0.0,2.0,1.0
46.75,02 16 47.3790,HD 13931,Andromeda,+43 46 22.7896,0.0,1.0,1.0
118.2,15 35 16.19886,HD 139357,Draco,+53 55 29.7129,0.0,1.0,1.0
79.75,00 17 47.1522,HD 1397,Tucana,-66 21 32.0641,0.0,1.0,1.0
142.60,02 17 10.4397,HD 14067,Aries,+23 46 04.1920,0.0,1.0,1.0
15.2528000,15 47 29,HD 140901,Lupus,-37 55 02,0.0,2.0,1.0
37.38,15 46 53.8133,HD 141399,Boötes,+46 59 10.5407,0.0,4.0,1.0
33.46,15 52 17.5481,HD 141937,Libra,-18 26 09.7938,0.0,1.0,1.0
35.87,16 10 15,HD 142022,Octans,-84 13 53,1.0,1.0,2.0
109,15 52 56.2802,HD 142245,Serpens,+15 25 50.5399,0.0,1.0,1.0
34.2,15 57 40.7918,HD 142415,Norma,-60 12 00.9227,0.0,1.0,1.0
20.6,00 06 19,HD 142,Phoenix,-49 04 30,1.0,2.0,2.0
49.95,15 53 36.5585,HD 143105,Draco,+68 43 12.4116,0.0,1.0,1.0
59.35,16 01 50.3482,HD 143361,Norma,-44 26 04.3435,0.0,1.0,1.0
55.0,16 11 36.44543,HD 145377,Scorpius,-27 04 41.4286,0.0,1.0,1.0
126,16 10 03.9143,HD 145457,Corona Borealis,+26 44 33.8937,0.0,1.0,1.0
229.4,16 13 09.8843,HD 145934,Hercules,+13 14 22.0524,0.0,1.0,1.0
23.25,00 18 41.86724,HD 1461,Cetus,-08 03 10.8024,0.0,4.0,1.0
42.96,16 23 00.1470,HD 147018,Triangulum Australe,-61 41 19.5628,0.0,2.0,1.0
10.735,16 16 42.7462,HD 147379,Draco,+67 14 19.832,1.0,1.0,2.0
12.9,16 24 01,HD 147513,Scorpius,-39 11 34,1.0,1.0,2.0
104.93,16 25 45.1545,HD 147873,Scorpius,-33 32 47,0.0,2.0,1.0
119.54,02 23 14.0540,HD 14787,Aries,+10 50 12.2866,0.0,1.0,1.0
53.05,16 28 17.2846,HD 148156,Norma,-46 19 03.4633,0.0,1.0,1.0
77.37,16 25 44.5337,HD 148164,Hercules,+11 55 08.6382,0.0,2.0,1.0
121.61,16 25 48.4158,HD 148284,Hercules,+30 15 54.4568,0.0,1.0,1.0
59.3,16 28 28.1509,HD 148427,Ophiucus,-13 23 58.6879,0.0,1.0,1.0
78.9,16 30 29.6184,HD 149026,Hercules,+38 20 50.3108,0.0,1.0,1.0
63,16 32 51.0508,HD 149143,Ophiucus,+02 05 05.3814,0.0,1.0,1.0
